AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
29.96;80;0;86;64;5.2
30.01;84;0;86;68;6.8
30.06;85;0;81;68;8.9
30;87;5;81;68;10.4
29.85;91;0.51;76;66;9.4
29.95;61;0;78;60;9
29.99;81;0.06;75;59;5.3
29.86;87;0.06;78;63;6.3
30.11;64;0;83;60;6.8
30.16;75;0;83;60;5.5
30.07;67;0;81;61;5.3
29.88;90;0.14;75;62;5.8
29.83;69;0;86;68;7.1
29.96;75;0;82;62;4.4
29.86;86;0.05;79;65;5.6
29.86;67;0;88;65;7.9
29.97;57;0;82;61;6.2
29.83;94;0.3;80;64;10.1
29.74;73;0;91;72;7
29.92;63;0;85;67;8.7
30.06;65;0;87;64;6.3
29.85;84;0;90;69;11.5
29.72;67;0.01;86;63;8.9
29.85;59;0;83;58;6.7
30.02;56;0;79;58;8
30.17;64;0;77;54;4.4
30.21;64;0;79;55;5
30.24;64;0;79;54;7.3
30.14;80;0.07;72;56;8.5
29.87;75;0.26;74;59;9.5
29.94;66;0;82;59;9.8
29.99;50;0;70;52;10
30.14;62;0.01;71;46;6.2
29.86;96;0.37;68;53;8.1
29.82;74;0;81;58;9.5
29.76;81;0;84;64;13.7
29.8;89;0.56;79;64;8.3
29.78;77;0.67;76;58;9.3
29.99;65;0;76;54;7.2
30.14;68;0;73;54;7.9
30.24;68;0;75;54;8.6
30.13;59;0;79;54;6.6
29.89;68;0;85;56;5.1
29.81;69;0;81;57;5.6
29.83;83;0.01;83;68;8.4
29.97;87;0.05;82;66;5.6
30.09;86;0;81;62;3
30.09;83;5;80;64;4.3
30.08;90;0;74;66;7.1
29.96;97;0.07;69;65;15.6
29.78;95;0.2;73;66;19.4
29.88;64;0;75;66;23.6
29.89;95;0.2;66;58;21.3
29.94;86;0;82;62;10.5
29.98;76;0;86;60;3.2
29.99;82;5;84;63;4.1
29.96;88;0;82;66;4.8
29.82;93;0;84;65;5
29.68;61;0;81;57;11.4
29.93;61;0;69;50;6.6
30.07;94;1.71;62;49;7.6
30.24;68;0;68;44;4.7
30.33;64;0;72;46;6.1
30.53;76;0;67;47;4.8
30.24;79;0;76;47;8.5
29.99;73;0;84;63;8.5
30.02;70;5;81;58;3.5
30.06;88;0;75;59;7.4
29.91;93;0.22;74;69;11
29.91;97;0.19;75;69;11.1
29.92;75;0;82;59;7.2
30.1;74;5;74;56;7.7
30.33;68;0.02;63;45;12.4
30.37;79;0;67;42;6.3
30.15;95;0.17;68;56;3.2
29.95;91;5;72;60;9.6
29.88;68;5;71;44;10.6
30.19;63;0;59;38;7.6
30.19;63;0;74;45;5.4
30.09;77;0;73;45;8
30;53;0;72;52;8.8
30.22;64;0;73;45;4.4
30.32;75;0;78;49;2.3
30.23;94;0;72;49;5.6
29.92;91;0.38;73;65;16
29.67;99;1.4;69;60;8.7
29.55;86;0.72;65;49;11.2
29.93;64;0;63;43;7.6
29.98;85;0;67;42;6.3
29.73;88;1.65;66;59;15.2
29.29;66;0.69;66;49;16.7
29.91;54;0;61;38;9.3
30.26;79;5;57;36;3.1
30.22;92;0;73;56;8.2
29.98;76;5;75;51;9.1
30.24;61;0;57;41;7.5
30.22;86;0.07;64;44;6.8
29.86;92;0.01;66;52;10.3
30.09;75;0.21;52;39;10.3
30.17;79;0.02;48;34;11.5
30.11;79;0;52;29;3.9
30.01;46;0.02;51;24;14.6
30.4;45;0;41;22;7.4
30.4;62;0;50;25;3.2
30.28;91;0.26;43;33;7.8
30.23;81;0.02;43;37;10.5
30.19;70;0;49;33;6.7
29.81;90;0.5;52;38;6.8
29.8;56;0;48;27;12.7
29.81;73;0.06;55;25;7.1
29.33;73;0.49;62;38;17.8
29.83;51;0;43;35;11.8
30.02;62;0;59;36;12.5
29.84;90;1.28;54;40;8.5
29.93;59;0;44;29;6.4
29.93;68;0;51;28;5.6
29.72;76;0;59;31;7
29.73;55;0;50;34;11.6
29.92;54;0;49;31;10.7
30.32;69;0;48;22;6.9
30.03;62;0;63;39;11.4
30.18;70;0;46;28;3.7
30.03;72;0.04;54;37;7.3
30.2;70;0;47;27;3.6
30.17;72;0;46;29;2.7
30.34;76;0;49;33;3.9
30.19;92;0.33;59;31;14.2
29.79;72;0.46;60;35;9.4
29.86;53;0;48;31;7
29.95;56;0;41;30;4.3
29.8;85;0.45;36;32;8.3
29.72;74;5;39;30;7.3
29.92;65;0;40;31;5.6
29.59;88;0.08;49;32;5.7
29.31;53;0;34;20;18.5
29.64;67;0.1;30;17;9.5
29.95;72;0.05;26;11;3.3
29.91;69;0;33;19;10
30.19;55;0;31;11;4.4
29.96;78;0.01;38;24;2.1
29.7;73;0;53;37;10.7
29.76;53;5;50;30;11.4
30.1;50;0;39;24;5.5
30.21;68;0.04;33;26;6.9
29.85;98;0.59;55;30;7.8
30.05;74;5;43;32;10.4
29.64;76;0.36;37;28;13.1
30.24;48;0;28;17;10
30.37;51;0;24;12;7
30.33;44;0;14;7;12.3
30.18;52;0;18;5;7.2
29.98;74;0.06;20;7;2.8
30.03;60;0;16;4;10.1
30.18;51;0;14;1;11.4
30.21;55;0;20;3;8.7
30.19;61;0;31;12;5.4
29.33;80;1.02;32;22;22.7
29.45;50;5;24;7;21.1
29.93;45;0;13;3;16.1
30.35;46;0;19;-3;9.3
30.09;66;0.03;36;20;12.8
29.98;64;0;42;29;11.1
30.37;71;0;37;18;6.5
30.29;95;0;51;27;5.9
29.93;99;1.88;62;41;13.9
29.65;63;1.46;63;22;18.9
30.44;45;0;26;16;12.7
30.56;67;5;23;15;14.6
30.42;74;5;36;20;5.9
30.16;95;0.17;36;33;5.8
29.88;67;0;34;20;9.1
29.89;65;0;37;21;8.3
29.75;54;0;51;27;10.2
30.03;70;0;51;30;4.2
30.15;98;0.06;40;33;3.9
29.73;98;1.45;57;38;10
29.73;65;0;44;25;11.1
30.17;43;0;32;20;10.8
30.54;44;0;37;19;6.7
30.37;73;0;53;23;13.7
30.16;89;0.12;52;40;5.8
30.14;75;5;42;30;15.9
29.85;72;0.3;33;22;13.3
30.06;57;0;32;14;8.1
29.91;73;5;45;30;9.1
29.82;66;0.21;38;12;14.5
30.28;55;0;29;10;8.5
30.12;86;0.71;46;26;7.6
29.72;62;0.29;46;23;12.3
30.29;63;5;35;21;4.3
30.19;86;0.55;51;22;6.9
30.13;59;0;35;24;10.2
30.42;70;5;33;19;6.9
30.21;93;0.23;54;29;6.5
29.93;99;1.25;58;43;4.6
30.11;64;0.01;59;31;11.1
30.66;56;0;37;25;8.8
30.23;79;5;52;28;6.6
29.8;96;0.06;53;36;5.9
29.57;76;0.14;56;36;9.3
30.21;63;0.34;38;28;8
30.09;69;0.29;44;29;8.6
30.42;85;0.09;51;24;7.5
30.22;89;5;66;48;11.7
30.17;87;0;64;55;10.9
30.56;68;0.05;62;33;10.9
30.4;88;0.25;43;32;7.3
30.06;79;0.1;60;38;7.1
30.03;93;0.88;44;39;10.4
29.99;64;0;52;39;7.5
30.19;45;0;55;32;7.6
29.97;55;5;59;38;10.3
29.77;68;0.02;63;39;7.9
29.31;89;2.55;45;35;31
29.78;65;0.01;45;35;24.2
29.95;63;5;45;35;14.6
29.9;69;0.02;45;33;16.2
29.96;61;0;42;30;10.2
29.75;91;1;40;30;14.2
29.48;80;0.23;40;33;12.5
29.59;64;0;40;30;11.3
29.73;56;0;44;32;15
29.91;53;0;48;30;7.8
29.93;66;5;46;29;11.1
29.46;94;0.85;37;30;19.8
29.4;74;5;40;28;14.2
29.36;54;0;45;33;13.9
29.52;49;0;41;27;15.1
29.65;40;0;46;24;13.2
29.79;30;0;37;18;11.1
29.83;28;0;41;24;9.7
29.88;41;0;43;24;7.7
29.66;76;0.03;40;32;19.2
29.62;83;0.09;46;33;13.4
29.86;52;0;50;32;7.8
29.96;48;0;51;35;7.2
30.31;74;0.02;41;29;13.1
30.6;53;0;45;28;12
30.42;47;0;52;27;8.1
29.97;64;5;53;39;5.4
29.96;82;0.02;56;39;5
29.67;84;0.01;64;46;9.6
30.06;45;0;57;38;12.7
29.93;50;5;63;37;13.7
30.05;74;0.2;43;31;5.6
30.09;89;0.38;45;28;6.9
29.52;84;0.16;57;39;11.8
29.85;39;0;44;27;16.7
29.92;79;0.31;48;24;6.1
29.73;51;5;49;36;9.3
29.78;44;0;46;32;11.9
30.03;42;0;49;28;8.7
30.09;78;5;43;30;3.9
30.08;74;0;50;27;6.1
29.98;72;0.02;57;34;8.2
29.81;73;5;65;44;7.8
29.97;69;0;62;41;11.6
30.34;77;0.03;41;34;17.8
29.85;95;1.97;61;37;13.8
29.49;66;0.02;51;36;12.7
29.64;62;5;54;33;11.2
29.67;84;0.44;46;38;7.7
29.96;52;0;55;34;13.3
30.21;38;0;62;38;8.7
30.27;44;0;63;36;5.7
30.38;43;0;66;35;6.6
30.32;68;0;62;35;8.2
29.92;97;1.48;56;49;8.5
29.59;70;0.11;70;52;10.7
29.78;84;0.67;60;47;4.2
29.74;82;0;73;48;8.3
29.78;72;0.03;60;42;8.4
29.85;73;0.02;52;40;8.3
29.95;64;5;70;43;7.3
29.91;31;0;89;59;11.9
29.85;56;5;91;58;11.8
29.8;72;5;82;60;10.6
29.88;39;0;75;60;11.2
29.93;79;0.15;63;52;6.9
29.96;74;0;70;51;6.8
30.17;76;0;70;47;6
30.09;77;0;71;47;5.2
29.88;80;5;73;53;9.2
29.85;59;0;73;49;6.9
30.08;89;0.13;54;48;6.4
30.09;86;0;59;49;7.1
29.93;82;0;67;51;7.9
29.8;85;0.58;83;56;9.3
30.04;79;0.03;65;55;6.9
29.96;93;0.25;67;55;3
30.24;53;0;63;44;13.5
30.25;90;0.41;59;44;6.7
29.88;84;0.15;78;59;9.2
30.04;59;0;75;54;7.5
30.05;80;0.18;69;53;5.1
29.83;68;5;80;54;7.1
30;71;0;77;51;10.6
29.86;57;0;88;49;10.4
29.72;58;0;91;67;9.8
30.03;89;0.43;67;50;13.7
30;85;0.02;66;51;7.6
29.91;77;0;86;58;6
30.07;76;0;78;57;6.6
30.01;79;0;73;53;8.1
29.77;96;0.15;72;62;4.8
29.67;76;5;84;60;8.5
29.98;68;0;66;50;11.3
29.75;93;0.53;56;48;12.2
29.62;80;0.16;72;51;6.5
29.78;78;0;67;52;7.3
30.04;80;0;67;50;10.3
30.06;74;0;81;53;6.4
30.01;53;0;81;60;6.4
29.98;47;0;72;57;7.1
30.01;64;0;70;51;7.4
30.09;56;0;75;49;12.2
29.86;80;5;74;57;10.6
29.62;55;0;83;64;12.4
29.83;80;5;69;56;5.7
29.91;53;0;85;56;7.9
29.98;59;0;87;62;7.1
29.86;71;0.19;86;61;12.3
29.67;55;0.01;86;67;10.4
29.78;60;0;84;59;7
29.71;76;5;81;63;6.6
29.94;64;0;79;59;7.9
29.86;80;5;65;59;7.5
29.75;84;0.22;79;60;6.5
29.85;68;0;80;58;9.2
30.14;60;0;78;56;9.8
30.03;68;0.01;79;60;10.4
29.78;96;1.44;72;68;9.2
29.83;65;0;90;69;6.3
29.93;61;0;88;70;6.5
29.93;69;0;95;71;5.1
30.01;75;0;86;71;7.1
30.09;81;0;89;71;7.8
30.21;69;0;93;74;6.2
30.18;75;0;90;73;9.6
29.95;74;0.03;83;64;13
30.22;51;0;78;57;8
30.26;61;0;82;55;5.9
30.09;63;0;89;59;8.7
29.84;55;0;94;64;8.1
29.86;62;0.01;81;63;11.6
30.09;55;0;85;60;6
30.16;68;0;80;59;8.3
30.07;72;5;78;63;7.4
29.91;83;0.1;85;69;3.9
29.9;78;0;88;69;7
29.8;83;0.59;89;70;9.3
29.78;57;5;85;65;9.2
29.99;50;0;83;61;6.8
30.09;67;0;83;60;6.5
30.07;69;0;79;58;7.4
29.99;92;0.4;78;66;11.4
30.14;88;5;83;73;13.1
30.19;86;0;84;73;12.7
30.02;89;0.05;82;73;13.3
29.81;83;0.07;85;71;10.8
29.91;81;0.01;89;70;7.4
29.93;83;0.04;85;71;9
29.96;63;0;85;68;6.6
30.07;68;0;85;64;6.3
30.06;71;0;85;65;6.7
